Gender,Age,Marital Status,Job Level,Years of Experience,Department,Employee Type,Work-Life Balance,Work Environment,Physical Activity Hours,Workload,Stress Level,Sleep Hours,Commute Mode,Commute Distance (km),Number of Companies Worked,Team Size,Direct Reports,Education Level,Overtime Status,Training Hours Per Year,Job Satisfaction,Low Sleep Flag,Long Commute Flag,Burnout Flag,Sleep Category,Burnout Score
Other,23,Single,Intern/Fresher,1,It,Full-Time,5,4,1.8,2,3,6.8,Car,26,0,27,0,High School,Yes,10.5,4,0,1,0,Moderate,0.66
Male,25,Single,Junior,3,Legal,Full-Time,4,3,1.7,4,4,9.4,Bike,10,1,5,0,High School,No,21.5,4,0,0,0,Healthy,-0.2600000000000003
Male,22,Single,Intern/Fresher,0,Legal,Part-Time,1,5,3.5,5,2,8.1,Public Transport,6,0,23,0,High School,No,10.0,4,0,0,0,Healthy,0.44
Male,23,Single,Intern/Fresher,1,Operations,Part-Time,3,1,2.1,1,1,7.1,Walk,2,0,23,0,High School,No,10.5,4,0,0,0,Healthy,-0.4799999999999998
Male,23,Single,Intern/Fresher,1,It,Full-Time,5,5,1.9,5,3,7.1,Car,6,0,26,0,High School,Yes,10.5,4,0,0,0,Healthy,0.8400000000000001
Other,22,Single,Junior,0,It,Full-Time,5,5,1.7,4,3,6.9,Public Transport,9,0,5,0,High School,No,20.0,4,0,0,0,Moderate,0.7099999999999997
Other,22,Single,Junior,0,Operations,Full-Time,4,4,2.0,3,1,7.9,Car,5,0,10,0,High School,No,20.0,4,0,0,0,Healthy,-0.11000000000000024
Female,24,Single,Junior,2,Operations,Part-Time,5,5,2.6,5,1,7.8,Car,11,0,8,0,High School,No,21.0,4,0,0,0,Healthy,0.7100000000000002
Female,22,Single,Junior,0,Sales,Full-Time,5,4,2.4,3,2,6.5,Walk,1,0,5,0,High School,No,20.0,4,0,0,0,Moderate,0.32999999999999985
Male,23,Single,Intern/Fresher,1,Finance,Full-Time,3,3,2.1,4,1,8.3,Public Transport,25,0,20,0,High School,No,10.5,4,0,1,0,Healthy,0.6299999999999997
Male,23,Single,Intern/Fresher,1,It,Full-Time,2,5,1.5,1,1,6.5,Car,8,0,25,0,High School,Yes,10.5,4,0,0,0,Moderate,-0.06000000000000011
Female,24,Married,Junior,2,Legal,Full-Time,4,2,0.9,2,1,8.3,Public Transport,17,0,7,0,High School,No,21.0,4,0,0,0,Healthy,-0.2100000000000003
Male,22,Single,Junior,0,Sales,Full-Time,3,2,1.5,4,1,7.3,Car,14,0,5,0,High School,No,20.0,4,0,0,0,Healthy,0.7
Female,23,Single,Intern/Fresher,1,Sales,Full-Time,4,5,1.0,2,1,8.0,Car,23,0,23,0,High School,Yes,10.5,4,0,1,0,Healthy,0.08999999999999975
Male,23,Single,Intern/Fresher,1,Legal,Full-Time,1,3,2.5,1,4,7.8,Car,17,0,21,0,High School,No,10.5,4,0,0,0,Healthy,-0.30999999999999983
Other,23,Single,Intern/Fresher,1,Finance,Full-Time,1,5,3.2,2,1,7.0,Public Transport,26,0,25,0,High School,No,10.5,4,0,1,0,Moderate,0.58
Male,24,Single,Junior,2,Customer Service,Full-Time,3,1,0.8,2,3,8.1,Car,9,0,5,0,High School,No,21.0,4,0,0,0,Healthy,-0.37
Female,23,Single,Intern/Fresher,1,Legal,Full-Time,4,3,1.4,1,1,7.0,Motorbike,24,0,22,0,High School,No,10.5,4,0,1,0,Moderate,0.21999999999999997
Male,24,Single,Junior,2,It,Contract,4,2,1.6,2,3,7.5,Public Transport,9,0,7,0,High School,Yes,21.0,4,0,0,0,Healthy,-0.13
Male,22,Single,Junior,0,It,Full-Time,1,3,1.9,4,3,9.1,Car,23,0,5,0,High School,No,20.0,4,0,1,0,Healthy,0.25
Other,22,Single,Intern/Fresher,0,Finance,Full-Time,4,3,1.9,5,1,7.2,Motorbike,9,0,23,0,High School,No,10.0,4,0,0,0,Healthy,0.8899999999999999
Male,22,Single,Junior,0,Operations,Full-Time,2,3,0.7,3,2,7.3,Car,16,0,6,0,High School,No,20.0,4,0,0,0,Healthy,0.45999999999999996
Female,23,Single,Junior,1,It,Full-Time,1,5,0.5,5,1,6.1,Bike,7,0,9,0,High School,No,20.5,4,0,0,0,Moderate,1.27
Male,24,Single,Junior,2,Finance,Full-Time,5,4,3.6,4,1,6.9,Public Transport,27,0,6,0,High School,Yes,21.0,4,0,1,0,Moderate,1.2499999999999998
Male,22,Single,Intern/Fresher,0,Finance,Full-Time,2,5,1.5,3,1,6.4,Walk,2,0,25,0,High School,No,10.0,4,0,0,0,Moderate,0.39999999999999974
Female,22,Single,Intern/Fresher,0,Sales,Full-Time,4,2,3.7,3,2,6.0,Public Transport,23,0,22,0,High School,No,10.0,4,0,1,0,Moderate,1.19
Female,29,Single,Junior,7,Marketing,Full-Time,4,5,1.7,4,1,7.1,Public Transport,26,2,5,0,High School,No,23.5,4,0,1,0,Healthy,1.1400000000000001
Male,22,Single,Intern/Fresher,0,Operations,Full-Time,3,2,2.2,4,1,8.4,Bike,2,0,21,0,High School,No,10.0,4,0,0,0,Healthy,-0.10000000000000037
Female,23,Single,Junior,1,Finance,Full-Time,4,1,2.4,4,1,7.3,Car,24,0,9,0,High School,No,20.5,4,0,1,0,Healthy,1.0
Male,23,Single,Intern/Fresher,1,Legal,Full-Time,3,2,2.1,3,3,7.9,Motorbike,19,0,23,0,High School,No,10.5,4,0,0,0,Healthy,0.3099999999999997
Male,24,Single,Junior,2,Operations,Full-Time,4,2,0.8,4,1,6.8,Car,12,0,10,0,High School,No,21.0,4,0,0,0,Moderate,0.84
Female,22,Single,Junior,0,Finance,Full-Time,1,2,2.0,2,1,7.5,Car,29,0,7,0,High School,No,20.0,4,0,1,0,Healthy,0.47
Male,24,Single,Junior,2,Hr,Contract,3,3,2.6,4,1,6.8,Public Transport,17,0,10,0,High School,No,21.0,4,0,0,0,Moderate,0.99
Male,24,Single,Junior,2,It,Full-Time,4,3,2.2,5,1,7.6,Car,11,0,5,0,High School,Yes,21.0,4,0,0,0,Healthy,0.7900000000000003
Male,24,Single,Junior,2,It,Full-Time,3,2,1.0,5,1,7.5,Motorbike,8,0,7,0,High School,No,21.0,4,0,0,0,Healthy,0.74
Male,23,Single,Intern/Fresher,1,Finance,Full-Time,4,2,2.3,2,3,7.9,Bike,8,0,25,0,High School,No,10.5,4,0,0,0,Healthy,-0.3200000000000002
Other,22,Single,Intern/Fresher,0,Sales,Full-Time,5,3,0.9,2,2,7.4,Car,13,0,29,0,High School,No,10.0,4,0,0,0,Healthy,0.029999999999999805
Female,27,Single,Junior,5,Hr,Full-Time,4,2,3.1,1,1,6.6,Public Transport,20,1,9,0,High School,No,22.5,4,0,1,0,Moderate,0.26000000000000006
Female,24,Single,Junior,2,Finance,Full-Time,4,3,2.8,5,1,7.1,Motorbike,13,0,8,0,High School,No,21.0,4,0,0,0,Healthy,1.0500000000000003
Male,22,Single,Junior,0,It,Full-Time,5,4,0.7,5,1,8.5,Motorbike,4,0,10,0,High School,Yes,20.0,4,0,0,0,Healthy,0.21999999999999986
Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,3,3,2.1,5,1,7.5,Car,19,0,23,0,High School,No,10.0,4,0,0,0,Healthy,1.0699999999999998
Female,23,Single,Junior,1,Operations,Full-Time,5,4,2.6,4,3,6.8,Bike,1,0,7,0,High School,No,20.5,4,0,0,0,Moderate,0.51
Female,22,Single,Intern/Fresher,0,Marketing,Full-Time,1,2,2.5,2,1,6.3,Car,22,0,20,0,High School,No,10.0,4,0,1,0,Moderate,0.7400000000000001
Female,24,Single,Junior,2,Operations,Part-Time,4,5,1.5,5,1,7.8,Motorbike,21,0,5,0,High School,No,21.0,4,0,1,0,Healthy,1.0100000000000002
Female,24,Single,Junior,2,Hr,Full-Time,5,5,1.2,3,4,6.7,Car,9,0,9,0,High School,No,21.0,4,0,0,0,Moderate,0.48999999999999977
Female,22,Single,Junior,0,Operations,Full-Time,1,2,1.4,2,2,8.4,Car,8,0,9,0,High School,No,20.0,4,0,0,0,Healthy,-0.5200000000000004
Female,22,Single,Intern/Fresher,0,Operations,Full-Time,2,2,2.9,3,1,8.5,Public Transport,16,0,30,0,High School,No,10.0,4,0,0,0,Healthy,-0.02000000000000024
Male,25,Single,Junior,3,It,Full-Time,1,4,2.2,1,1,5.5,Public Transport,25,1,6,0,High School,Yes,21.5,4,0,1,0,Moderate,0.85
Other,29,Single,Junior,7,Sales,Full-Time,4,3,1.4,4,1,6.4,Car,8,2,5,0,High School,No,23.5,4,0,0,0,Moderate,0.8799999999999998
Female,23,Single,Intern/Fresher,1,Sales,Full-Time,5,5,3.0,4,1,5.0,Bike,9,0,26,0,High School,No,10.5,4,0,0,0,Low,1.47
Other,22,Single,Junior,0,Operations,Full-Time,4,3,4.8,4,1,8.2,Walk,2,0,9,0,High School,No,20.0,4,0,0,0,Healthy,-0.01999999999999985
Female,23,Single,Junior,1,Marketing,Full-Time,2,3,0.5,1,1,7.3,Car,24,0,9,0,High School,No,20.5,4,0,1,0,Healthy,0.10000000000000009
Female,24,Single,Junior,2,Finance,Contract,1,5,3.0,1,3,4.4,Walk,2,0,7,0,High School,No,21.0,4,1,0,0,Low,0.5999999999999999
Female,22,Single,Intern/Fresher,0,Sales,Part-Time,1,3,3.1,2,1,8.6,Car,29,0,24,0,High School,No,10.0,4,0,1,0,Healthy,0.030000000000000027
Male,23,Single,Intern/Fresher,1,Sales,Full-Time,2,4,3.1,2,3,7.4,Walk,1,0,27,0,High School,No,10.5,4,0,0,0,Healthy,-0.3300000000000002
Male,24,Single,Junior,2,Operations,Full-Time,3,1,0.6,2,1,6.4,Car,14,0,9,0,High School,No,21.0,4,0,0,0,Moderate,0.4599999999999998
Male,23,Single,Intern/Fresher,1,Operations,Full-Time,1,5,1.4,3,1,5.5,Public Transport,17,0,20,0,High School,No,10.5,4,0,0,0,Moderate,1.21
Male,22,Single,Intern/Fresher,0,Finance,Full-Time,5,2,1.4,3,1,6.9,Motorbike,7,0,28,0,High School,No,10.0,4,0,0,0,Moderate,0.34999999999999964
Male,28,Single,Junior,6,It,Full-Time,2,2,0.9,2,1,8.5,Bike,10,2,6,0,High School,Yes,23.0,4,0,0,0,Healthy,-0.5000000000000002
Male,23,Single,Junior,1,Hr,Full-Time,3,2,1.9,5,2,8.0,Car,17,0,7,0,High School,No,20.5,4,0,0,0,Healthy,0.8099999999999998
Female,22,Single,Junior,0,Operations,Full-Time,2,3,1.5,1,1,8.3,Public Transport,23,0,7,0,High School,No,20.0,4,0,1,0,Healthy,-0.3300000000000003
Male,22,Single,Intern/Fresher,0,Finance,Part-Time,5,2,2.3,2,3,8.2,Car,23,0,26,0,High School,No,10.0,4,0,1,0,Healthy,0.01000000000000012
Female,23,Single,Junior,1,It,Full-Time,4,2,2.5,1,2,6.4,Bike,7,0,6,0,High School,No,20.5,4,0,0,0,Moderate,-0.05000000000000018
Female,28,Single,Junior,4,Legal,Contract,5,2,2.8,5,1,7.7,Bike,3,2,7,0,High School,No,22.0,4,0,0,0,Healthy,0.5099999999999999
Female,22,Single,Junior,0,Marketing,Full-Time,4,1,3.8,2,1,7.4,Car,8,0,9,0,High School,Yes,20.0,4,0,0,0,Healthy,-0.12000000000000022
Male,22,Single,Intern/Fresher,0,It,Part-Time,1,4,2.4,4,1,7.5,Bike,3,0,21,0,High School,No,10.0,4,0,0,0,Healthy,0.2899999999999999
Female,23,Single,Junior,1,Operations,Part-Time,5,1,1.8,4,1,7.6,Public Transport,15,0,8,0,High School,No,20.5,4,0,0,0,Healthy,0.6100000000000001
Male,27,Single,Junior,5,Finance,Full-Time,3,4,0.7,3,4,7.0,Public Transport,22,1,7,0,High School,No,22.5,4,0,1,0,Moderate,0.7599999999999999
Male,23,Single,Intern/Fresher,1,Operations,Full-Time,2,5,1.1,3,4,6.8,Car,20,0,29,0,High School,No,10.5,4,0,1,0,Moderate,0.7799999999999999
Female,24,Single,Junior,2,Finance,Full-Time,3,3,2.6,2,3,8.6,Car,24,0,5,0,High School,No,21.0,4,0,1,0,Healthy,-0.12
Female,29,Single,Junior,7,It,Contract,5,1,1.8,5,1,7.4,Public Transport,22,2,5,0,High School,No,23.5,4,0,1,0,Healthy,1.1999999999999997
Male,23,Single,Junior,1,Marketing,Full-Time,2,2,0.2,5,4,6.3,Public Transport,25,0,9,0,High School,Yes,20.5,4,0,1,0,Moderate,1.73
Female,22,Single,Junior,0,Finance,Full-Time,4,2,2.1,4,2,6.6,Motorbike,7,0,7,0,High School,Yes,20.0,3,0,0,0,Moderate,0.77
Female,22,Single,Intern/Fresher,0,Operations,Full-Time,2,4,2.1,3,4,5.0,Motorbike,17,0,23,0,High School,Yes,10.0,3,0,0,0,Low,1.41
Female,22,Single,Junior,0,Finance,Full-Time,5,1,0.3,2,4,7.5,Car,17,0,9,0,High School,Yes,20.0,3,0,0,0,Healthy,0.10999999999999999
Female,24,Single,Junior,2,Finance,Contract,4,5,3.4,2,1,6.9,Motorbike,10,0,5,0,High School,No,21.0,3,0,0,0,Moderate,0.13999999999999974
Female,23,Single,Intern/Fresher,1,Sales,Full-Time,2,5,2.5,3,2,7.1,Car,6,0,22,0,High School,Yes,10.5,3,0,0,0,Healthy,0.24000000000000005
Female,23,Single,Junior,1,Customer Service,Full-Time,1,3,2.2,3,1,6.5,Motorbike,12,0,7,0,High School,No,20.5,3,0,0,0,Moderate,0.6599999999999998
Male,23,Single,Intern/Fresher,1,Finance,Full-Time,5,2,0.8,1,3,6.9,Car,28,0,26,0,High School,No,10.5,3,0,1,0,Moderate,0.3799999999999997
Female,26,Single,Junior,4,Legal,Full-Time,1,5,0.2,3,1,7.7,Car,23,1,5,0,High School,No,22.0,3,0,1,0,Healthy,0.5099999999999998
Female,24,Single,Junior,2,Finance,Full-Time,1,5,2.8,5,3,8.2,Bike,10,0,9,0,High School,No,21.0,3,0,0,0,Healthy,0.5200000000000002
Male,22,Single,Intern/Fresher,0,It,Part-Time,1,4,2.6,2,1,7.3,Car,16,0,28,0,High School,No,10.0,3,0,0,0,Healthy,0.16000000000000003
Female,22,Single,Intern/Fresher,0,Finance,Full-Time,3,3,3.0,2,2,7.9,Car,10,0,23,0,High School,No,10.0,3,0,0,0,Healthy,-0.2600000000000002
Male,23,Single,Intern/Fresher,1,It,Full-Time,4,2,0.8,5,1,8.9,Car,14,0,27,0,High School,Yes,10.5,3,0,0,0,Healthy,0.3599999999999997
Male,22,Single,Junior,0,Sales,Part-Time,4,1,2.5,3,1,6.6,Public Transport,9,0,7,0,High School,No,20.0,3,0,0,0,Moderate,0.53
Female,23,Single,Junior,1,It,Full-Time,4,1,2.9,4,1,8.0,Car,22,0,7,0,High School,Yes,20.5,3,0,1,0,Healthy,0.6599999999999998
Male,23,Single,Junior,1,Legal,Part-Time,4,4,0.3,3,1,7.3,Motorbike,15,0,8,0,High School,No,20.5,3,0,0,0,Healthy,0.42999999999999994
Female,22,Single,Junior,0,Marketing,Part-Time,5,2,2.3,2,1,6.2,Public Transport,23,0,8,0,High School,No,20.0,3,0,1,0,Moderate,0.8099999999999998
Male,22,Single,Junior,0,Operations,Full-Time,4,1,1.2,5,3,9.4,Motorbike,16,0,10,0,High School,No,20.0,3,0,0,0,Healthy,0.21999999999999975
Male,24,Single,Junior,2,Finance,Full-Time,2,5,0.4,5,1,7.2,Bike,10,0,8,0,High School,No,21.0,3,0,0,0,Healthy,0.9199999999999999
Male,23,Single,Junior,1,It,Full-Time,5,2,3.3,1,1,6.3,Public Transport,26,0,6,0,High School,Yes,20.5,3,0,1,0,Moderate,0.56
Female,26,Single,Junior,4,Finance,Part-Time,4,1,1.7,5,1,7.9,Public Transport,19,1,6,0,High School,No,22.0,3,0,0,0,Healthy,0.9099999999999998
Male,23,Single,Junior,1,It,Full-Time,4,4,2.0,5,2,7.7,Walk,1,0,7,0,High School,Yes,20.5,3,0,0,0,Healthy,0.44999999999999996
Female,23,Single,Intern/Fresher,1,Marketing,Contract,3,1,1.9,1,1,6.0,Bike,4,0,23,0,High School,No,10.5,3,0,0,0,Moderate,0.019999999999999962
Female,22,Single,Intern/Fresher,0,Sales,Full-Time,5,2,2.3,3,3,8.0,Car,27,0,21,0,High School,No,10.0,3,0,1,0,Healthy,0.5099999999999998
Female,22,Single,Intern/Fresher,0,Legal,Full-Time,1,2,3.4,2,2,7.5,Public Transport,29,0,21,0,High School,No,10.0,3,0,1,0,Healthy,0.47
Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,5,2,1.4,4,2,6.5,Car,27,0,22,0,High School,No,10.0,3,0,1,0,Moderate,1.41
Male,23,Single,Intern/Fresher,1,Finance,Full-Time,3,2,2.2,4,1,6.1,Motorbike,22,0,20,0,High School,No,10.5,3,0,1,0,Moderate,1.42
Male,23,Single,Intern/Fresher,1,Operations,Full-Time,5,2,1.3,4,1,9.6,Public Transport,10,0,26,0,High School,No,10.5,3,0,0,0,Healthy,-0.3399999999999999
Male,26,Single,Junior,4,Finance,Full-Time,5,4,2.2,5,1,6.1,Bike,8,1,5,0,High School,No,22.0,3,0,0,0,Moderate,1.3
Male,29,Single,Junior,7,It,Full-Time,3,5,1.1,3,1,6.8,Bike,9,2,7,0,High School,Yes,23.5,3,0,0,0,Moderate,0.44999999999999996
Female,27,Single,Junior,5,Operations,Full-Time,3,5,3.5,5,1,6.2,Bike,2,1,6,0,High School,No,22.5,3,0,0,0,Moderate,1.08
Male,22,Single,Intern/Fresher,0,It,Part-Time,1,5,2.1,1,2,7.2,Bike,10,0,20,0,High School,Yes,10.0,3,0,0,0,Healthy,-0.2800000000000001
Male,28,Single,Junior,6,Sales,Part-Time,5,2,2.7,2,1,6.7,Public Transport,20,2,9,0,High School,No,23.0,3,0,1,0,Moderate,0.5199999999999998
Male,22,Single,Intern/Fresher,0,Finance,Full-Time,1,1,2.1,4,1,7.2,Public Transport,28,0,23,0,High School,No,10.0,3,0,1,0,Healthy,1.1599999999999997
Female,23,Single,Intern/Fresher,1,Finance,Full-Time,1,1,1.9,5,1,6.8,Car,10,0,22,0,High School,No,10.5,3,0,0,0,Moderate,1.08
Female,26,Single,Junior,3,Finance,Full-Time,1,1,2.6,2,1,6.0,Walk,1,1,10,0,High School,No,21.5,3,0,0,0,Moderate,0.22999999999999995
Female,22,Single,Intern/Fresher,0,Operations,Part-Time,1,2,2.5,2,3,6.8,Bike,8,0,21,0,High School,No,10.0,3,0,0,0,Moderate,0.12
Male,28,Single,Junior,6,It,Part-Time,1,2,2.9,5,1,7.5,Car,11,2,6,0,High School,Yes,23.0,3,0,0,0,Healthy,0.8300000000000001
Male,22,Single,Intern/Fresher,0,It,Full-Time,3,1,1.6,4,1,6.0,Car,28,0,21,0,High School,Yes,10.0,3,0,1,0,Moderate,1.64
Male,24,Single,Junior,2,It,Full-Time,2,3,1.8,5,1,7.3,Public Transport,10,0,6,0,High School,Yes,21.0,3,0,0,0,Healthy,0.8800000000000001
Male,23,Single,Junior,1,Finance,Full-Time,3,2,1.9,5,3,8.4,Public Transport,5,0,6,0,High School,Yes,20.5,3,0,0,0,Healthy,0.2899999999999997
Male,22,Single,Intern/Fresher,0,It,Full-Time,2,5,1.7,5,1,6.4,Walk,1,0,28,0,High School,Yes,10.0,3,0,0,0,Moderate,0.9699999999999999
Male,24,Single,Junior,2,Operations,Full-Time,5,1,2.5,5,1,6.8,Public Transport,15,0,5,0,High School,Yes,21.0,3,0,0,0,Moderate,1.23
Male,22,Single,Intern/Fresher,0,It,Part-Time,2,2,2.3,5,1,7.5,Car,24,0,23,0,High School,Yes,10.0,3,0,1,0,Healthy,1.22
Female,23,Single,Junior,1,Legal,Part-Time,1,2,1.3,5,2,6.3,Bike,6,0,10,0,High School,No,20.5,3,0,0,0,Moderate,1.1600000000000001
Female,24,Single,Junior,2,Marketing,Full-Time,1,2,3.2,4,1,6.3,Public Transport,22,0,5,0,High School,No,21.0,3,0,1,0,Moderate,1.34
Female,23,Single,Intern/Fresher,1,Customer Service,Full-Time,4,1,0.3,3,3,6.7,Motorbike,17,0,20,0,High School,No,10.5,3,0,0,0,Moderate,0.7299999999999998
Female,22,Single,Junior,0,Marketing,Full-Time,1,2,0.0,4,1,4.8,Car,24,0,10,0,High School,No,20.0,3,1,1,1,Low,2.0
Male,26,Single,Junior,4,Sales,Part-Time,1,2,2.8,1,1,6.7,Public Transport,22,1,5,0,High School,Yes,22.0,3,0,1,0,Moderate,0.27999999999999986
Female,23,Single,Intern/Fresher,1,It,Part-Time,1,2,0.0,2,1,5.7,Car,22,0,22,0,High School,No,10.5,3,0,1,0,Moderate,0.98
Female,26,Single,Junior,4,It,Full-Time,4,1,1.1,3,1,5.9,Bike,1,1,5,0,High School,Yes,22.0,3,0,0,0,Moderate,0.5699999999999998
Male,24,Married,Junior,1,It,Full-Time,1,4,0.1,2,3,6.9,Walk,2,0,8,0,High School,Yes,20.5,3,0,0,0,Moderate,-0.10000000000000026
Male,23,Single,Junior,1,It,Full-Time,1,3,1.7,5,3,9.1,Public Transport,8,0,7,0,High School,No,20.5,3,0,0,0,Healthy,0.10000000000000009
Male,23,Single,Junior,1,It,Full-Time,3,1,2.2,3,4,7.1,Public Transport,29,0,7,0,High School,Yes,20.5,2,0,1,0,Healthy,0.93
Male,23,Single,Intern/Fresher,1,It,Part-Time,1,4,0.4,5,2,6.8,Public Transport,20,0,28,0,High School,Yes,10.5,2,0,1,0,Moderate,1.38
Female,22,Single,Junior,0,Finance,Full-Time,5,5,1.1,4,2,7.0,Car,8,0,10,0,High School,No,20.0,2,0,0,0,Moderate,0.6399999999999999
Male,23,Single,Junior,1,It,Full-Time,2,3,3.1,1,2,7.4,Public Transport,18,0,6,0,High School,Yes,20.5,2,0,0,0,Healthy,-0.1200000000000001
Other,22,Single,Intern/Fresher,0,Finance,Full-Time,1,3,1.1,5,1,8.8,Public Transport,28,0,24,0,High School,No,10.0,2,0,1,0,Healthy,0.8199999999999995
Male,24,Single,Junior,2,Operations,Full-Time,5,2,1.2,4,1,6.6,Public Transport,18,0,8,0,High School,No,21.0,2,0,0,0,Moderate,1.1
Male,22,Single,Intern/Fresher,0,It,Full-Time,1,2,3.0,3,1,9.6,Public Transport,26,0,20,0,High School,Yes,10.0,2,0,1,0,Healthy,-0.15999999999999992
Male,24,Single,Junior,2,Finance,Full-Time,4,1,1.6,3,1,7.8,Car,28,0,10,0,High School,No,21.0,2,0,1,0,Healthy,0.62
Male,23,Single,Junior,1,Finance,Full-Time,5,3,3.9,2,2,7.9,Public Transport,5,0,8,0,High School,No,20.5,2,0,0,0,Healthy,-0.41000000000000014
Female,24,Married,Junior,2,Operations,Full-Time,4,5,3.4,5,1,6.4,Motorbike,4,0,5,0,High School,No,21.0,2,0,0,0,Moderate,1.0599999999999998
Other,23,Single,Intern/Fresher,1,Sales,Full-Time,3,1,0.8,1,2,6.8,Bike,4,0,25,0,High School,No,10.5,2,0,0,0,Moderate,-0.3
Female,25,Married,Junior,3,Finance,Full-Time,5,1,4.0,1,1,6.4,Motorbike,20,1,7,0,High School,No,21.5,2,0,1,0,Moderate,0.3399999999999998
Male,22,Single,Intern/Fresher,0,Marketing,Part-Time,5,3,2.4,1,2,6.7,Public Transport,28,0,21,0,High School,Yes,10.0,2,0,1,0,Moderate,0.4599999999999998
Female,28,Single,Junior,2,It,Full-Time,2,5,4.2,3,3,8.2,Car,10,2,9,0,High School,Yes,21.0,2,0,0,0,Healthy,-0.0799999999999999
Male,29,Single,Junior,7,It,Part-Time,5,5,0.0,2,2,5.9,Bike,3,2,6,0,High School,Yes,23.5,2,0,0,0,Moderate,0.32999999999999985
Female,23,Single,Intern/Fresher,1,Operations,Full-Time,2,5,0.2,4,1,6.9,Public Transport,10,0,22,0,High School,No,10.5,2,0,0,0,Moderate,0.7399999999999998
Male,23,Single,Junior,1,Finance,Full-Time,5,5,3.5,5,1,7.2,Public Transport,15,0,9,0,High School,No,20.5,2,0,0,0,Healthy,1.0699999999999998
Female,22,Single,Junior,0,Legal,Full-Time,2,3,1.2,4,1,9.2,Public Transport,27,0,9,0,High School,No,20.0,2,0,1,0,Healthy,0.3300000000000003
Other,24,Single,Junior,2,It,Part-Time,3,4,3.2,3,1,7.4,Car,13,0,8,0,High School,Yes,21.0,2,0,0,0,Healthy,0.32999999999999974
Female,22,Single,Junior,0,It,Contract,4,2,1.9,4,1,7.5,Walk,1,0,9,0,High School,Yes,20.0,2,0,0,0,Healthy,0.22999999999999995
Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,3,5,2.2,2,2,5.8,Motorbike,15,0,22,0,High School,No,10.0,2,0,0,0,Moderate,0.73
Female,24,Single,Junior,2,Sales,Contract,3,5,1.0,2,2,7.2,Public Transport,16,0,8,0,High School,No,21.0,2,0,0,0,Healthy,0.19999999999999984
Male,22,Single,Junior,0,Legal,Part-Time,1,3,2.9,4,1,6.2,Bike,5,0,9,0,High School,No,20.0,1,0,0,0,Moderate,0.8699999999999999
Female,23,Single,Intern/Fresher,1,Marketing,Full-Time,2,2,2.2,5,2,7.9,Motorbike,16,0,25,0,High School,No,10.5,1,0,0,0,Healthy,0.8199999999999998
Male,24,Single,Junior,2,Marketing,Full-Time,1,3,1.6,4,1,7.8,Walk,2,0,6,0,High School,Yes,21.0,1,0,0,0,Healthy,0.14000000000000007
Female,23,Single,Intern/Fresher,1,Finance,Full-Time,1,4,3.4,5,3,7.1,Car,18,0,24,0,High School,No,10.5,1,0,0,0,Healthy,1.2000000000000002
Male,23,Single,Junior,1,Sales,Part-Time,3,1,0.0,4,1,4.7,Public Transport,12,0,6,0,High School,Yes,20.5,1,1,0,0,Low,1.6799999999999997
Male,28,Married,Junior,6,Legal,Full-Time,1,2,2.9,2,5,4.3,Bike,6,2,7,0,High School,Yes,23.0,1,1,0,0,Low,1.06
Male,22,Single,Intern/Fresher,0,Legal,Part-Time,2,3,0.7,4,2,6.8,Bike,7,0,25,0,High School,No,10.0,1,0,0,0,Moderate,0.69
Male,25,Single,Junior,3,It,Part-Time,1,3,1.2,2,1,5.5,Public Transport,26,1,9,0,High School,Yes,21.5,1,0,1,0,Moderate,1.18
Male,22,Single,Intern/Fresher,0,It,Full-Time,1,1,3.1,4,2,8.6,Walk,1,0,28,0,High School,Yes,10.0,1,0,0,0,Healthy,-0.21
Male,29,Single,Junior,7,It,Contract,2,1,2.7,3,1,5.0,Car,24,2,10,0,High School,Yes,23.5,1,0,1,0,Low,1.6199999999999999
Other,23,Single,Intern/Fresher,1,Operations,Full-Time,2,4,1.6,5,4,5.2,Public Transport,22,0,29,0,High School,No,10.5,1,0,1,0,Moderate,2.08
Female,27,Single,Junior,5,Finance,Full-Time,4,2,1.1,3,5,5.6,Car,9,1,7,0,High School,Yes,22.5,1,0,0,0,Moderate,0.93
Female,29,Married,Junior,7,Marketing,Full-Time,4,1,1.7,5,1,5.0,Public Transport,26,2,9,0,High School,Yes,23.5,1,0,1,0,Low,2.2800000000000002
Male,29,Single,Junior,7,Legal,Full-Time,2,3,2.3,3,1,6.9,Motorbike,17,2,9,0,High School,Yes,23.5,1,0,0,0,Moderate,0.6499999999999997
Other,22,Single,Junior,0,Marketing,Full-Time,1,2,0.8,3,2,6.2,Public Transport,25,0,10,0,High School,No,20.0,1,0,1,0,Moderate,1.17
Male,24,Single,Junior,2,Operations,Full-Time,1,2,3.4,5,1,6.9,Public Transport,18,0,10,0,High School,No,21.0,1,0,0,0,Moderate,1.2799999999999998
Male,23,Single,Junior,1,Legal,Full-Time,2,1,3.0,5,3,8.3,Car,25,0,6,0,High School,No,20.5,1,0,1,0,Healthy,0.9299999999999997
Male,22,Single,Intern/Fresher,0,It,Full-Time,3,1,2.6,3,1,5.6,Public Transport,16,0,23,0,High School,Yes,10.0,1,0,0,0,Moderate,1.1400000000000001
